,title,price,condition,num_reviews,pos_feedback_pct,return_days,model,capacity,release_year
214,"apple iphone 6s - 32gb - space gray (unlocked) a1633 ""b stock"" ",72.99,1.0,7165.0,100.0,2.0,8,32.0,2015
215,apple iphone 11 pro max - 256gb - factory unlocked - good condition,589.99,2.0,27605.0,96.8,3.0,15,256.0,2019
216,apple iphone 8 - 64gb - all colors - unlocked - very good condition ,161.49,3.0,3099273.0,98.8,2.0,11,64.0,2017
217,apple iphone xs 64gb a1920 verizon gsm cdma unlocked iphone xs excellent,269.89,4.0,149688.0,99.7,2.0,14,64.0,2018
218,factory unlocked 🔥 apple 🔥 iphone se 2020 64gb 🔥 excellent condition,249.0,5.0,26968.0,99.2,2.0,9,64.0,2016
219,apple iphone xr 128gb factory unlocked 4g lte smartphone - excellent,279.99,4.0,67602.0,98.9,3.0,13,128.0,2018
220,apple iphone 11 256gb factory unlocked 4g lte smartphone - very good,399.99,3.0,67602.0,98.9,3.0,15,256.0,2019
221,apple iphone 11 64gb factory unlocked 4g lte smartphone - excellent,343.99,4.0,67602.0,98.9,3.0,15,64.0,2019
222,apple iphone 11 256gb|128gb|64gb| gsm+cdma unlocked verizon t-mobile at&t,369.88,5.0,17579.0,98.7,2.0,15,256.0,2019
223,apple iphone 7 gsm factory unlocked 4g lte ios wifi 32gb smartphone - grade b,97.99,1.0,119431.0,99.3,2.0,10,32.0,2016
224,apple iphone xr - 64gb - factory unlocked - very good condition,228.99,1.0,27605.0,96.8,3.0,13,64.0,2018
225,apple iphone se 2nd gen. - 64gb - black (unlocked) a2275 (cdma + gsm)  ,179.59,3.0,30797.0,99.2,2.0,9,64.0,2016
226,"ob apple iphone xs 64/256/512 gb space gray, gold, silver gsm+cdma unlocked",222.99,5.0,4368.0,98.6,2.0,14,177.84242424242424,2018
227,apple iphone 8 plus factory unlocked at&t t-mobile verizon smartphone used,220.0,1.0,69132.0,95.8,2.0,11,92.72343149807938,2017
228,apple iphone 4s-8gb-black -white(verizon-unlocked) mint condition-w/warranty,17.99,1.0,7701.0,96.2,2.0,3,16.0,2011
229,apple iphone 8 plus 64gb fully unlocked (gsm+cdma) at&t t-mobile verizon black,229.99,5.0,6904.0,99.9,3.0,11,64.0,2017
230,apple iphone xs max 64gb unlocked 4g lte ios 12mp camera smartphone - good,289.95,2.0,332288.0,98.4,3.0,14,64.0,2018
231,apple iphone 8 - 64gb - all colors - unlocked - excellent condition ,198.04,4.0,3099273.0,98.8,2.0,11,64.0,2017
232,apple iphone 12 pro max - 128gb - all colors (unlocked) - excellent condition ,858.49,4.0,3099273.0,98.8,2.0,16,128.0,2020
233,apple iphone 12 pro max - 128gb - all colors (unlocked) - excellent condition ,858.49,4.0,3099273.0,98.8,2.0,16,128.0,2020
234,apple iphone 6s 16/32/64/128 gb -all colors -fully unlocked -very good condition,96.99,3.0,13103.0,96.3,2.0,8,56.774193548387096,2015
235,apple iphone 12 - 128gb - all colors - unlocked smartphone - very good condition,586.49,3.0,3099273.0,98.8,2.0,16,128.0,2020
236,apple iphone x - 256gb - all colors - fully unlocked - excellent condition (a) ,314.49,4.0,3099273.0,98.8,2.0,12,256.0,2017
237,apple iphone xs 256gb unlocked smartphone - excellent,319.95,4.0,332288.0,98.4,3.0,14,256.0,2018
238,apple iphone xs max fully unlocked (any carrier) 64gb 256gb 512gb,337.99,5.0,127725.0,95.6,2.0,14,64.0,2018
239,apple iphone 11 unlocked t-mobile at&t verizon 64gb 128gb | good,309.99,1.0,4992.0,99.8,2.0,15,64.0,2019
240,apple iphone se 2020 2nd gen. 64gb factory unlocked smartphone - excellent,209.99,4.0,67602.0,98.9,3.0,9,64.0,2016
241,apple iphone 11 - 64gb - purple - gsm unlocked - smartphone,309.99,1.0,7053.0,99.9,2.0,15,64.0,2019
242,apple iphone xr - 64gb - white (unlocked) pristine condition ,225.0,1.0,151.0,100.0,0.0,13,64.0,2018
243,apple iphone 11 128gb factory unlocked at&t t-mobile verizon very good condition,409.95,3.0,82193.0,98.4,3.0,15,128.0,2019
244,apple iphone 11 256gb fully unlocked verizon at&t t-mobile smartphone - a2111,399.99,3.0,20932.0,97.8,2.0,15,256.0,2019
245,apple iphone xs 64gb 256gb 512gb unlocked verizon t-mobile at&t good condition,219.99,2.0,13309.0,96.6,2.0,14,64.0,2018
246,apple iphone 7 - 128gb - all colors - unlocked - good condition,83.16,1.0,6199.0,99.7,2.0,10,128.0,2016
247,apple iphone 6s plus 64gb gsm unlocked at&t t-mobile very good condition ,123.0,1.0,4130.0,99.2,2.0,8,64.0,2015
248,"apple iphone 7 plus + 5.5"" factory unlocked gsm smartphone 32gb 128gb 256gb",183.95,5.0,249010.0,96.5,2.0,10,32.0,2016
249,apple iphone xr 64gb gsm & cdma unlocked a1984 4g lte 12mp device - excellent,248.99,4.0,10647.0,98.9,2.0,13,64.0,2018
250,apple iphone 11 pro max 64/256/512gb at&t sprint t-mobile unlocked verizon fair,451.99,1.0,54735.0,99.4,3.0,15,124.43806104129264,2019
251,apple iphone xr 64gb factory unlocked at&t t-mobile verizon good condition,219.95,2.0,82193.0,98.4,3.0,13,64.0,2018
252,apple iphone xr 256gb|128gb|64gb| gsm+cdma unlocked - verizon t-mobile at&t,269.88,5.0,17579.0,98.7,2.0,13,256.0,2018
253,apple iphone xr a1984 att sprint t-mobile verizon factory unlocked - excellent -,289.0,4.0,29971.0,100.0,2.0,13,89.74946921443737,2018
254,apple iphone x - 256gb - space gray  a1865 gsm & cdma unlocked ~mrf~ good!,237.97,2.0,10647.0,98.9,2.0,12,256.0,2017
255,in-box apple iphone 8 plus 64gb factory unlocked verizon t-mobile at&t excellent,259.95,5.0,8561.0,99.2,2.0,11,64.0,2017
256,apple iphone 11 (product)red - 64gb (t-mobile) a2111 - broken - for parts - read,49.95,0.0,2681.0,99.2,2.0,15,64.0,2019
257,apple iphone 6s plus 32gb space gray - great condition - free shipping unlocked,150.0,1.0,406.0,100.0,0.0,8,32.0,2015
258,apple iphone 7 32gb/128gb 4g lte ios smartphone (factory unlocked),92.99,2.0,12222.0,97.0,2.0,10,32.0,2016
259,apple iphone 12 - 64gb - gsm & cdma unlocked 5g lte device-all colors~very good!,454.99,2.0,10647.0,98.9,2.0,16,64.0,2020
260,apple iphone xr 64gb 128gb 256gb at&t sprint t-mobile unlocked verizon good,231.99,1.0,54735.0,99.4,3.0,13,64.0,2018
261,apple iphone 12 pro max - 128gb - all colors (unlocked) - good condition ,790.49,2.0,3099273.0,98.8,2.0,16,128.0,2020
262,iphone 6s/6s plus 64gb gray/gold/silver unlocked verizon at&t t-mobile smartphon,79.2,1.0,6199.0,99.7,2.0,8,64.0,2015
264,apple iphone xr - 64gb - all colors - fully unlocked - excellent,245.0,4.0,157792.0,98.9,2.0,13,64.0,2018
265,apple iphone xr 64gb - red - factory unlocked 4g lte ios smartphone,219.99,1.0,20932.0,97.8,2.0,13,64.0,2018
266,apple iphone x factory unlocked / verizon t-mobile at&t - 64gb 256gb smartphone,269.88,5.0,11023.0,98.2,2.0,12,64.0,2017
267,"apple iphone 11 64gb 6.1"" 4g lte factory unlocked smartphone open box",379.99,5.0,152413.0,100.0,2.0,15,64.0,2019
268,apple iphone 11 - 64gb - yellow - gsm unlocked - smartphone,294.99,1.0,7053.0,99.9,2.0,15,64.0,2019
269,apple iphone xs max 256gb unlocked at&t t-mobile verizon very good condition,369.95,3.0,82193.0,98.4,3.0,14,256.0,2018
270,apple iphone 6s plus 16gb 64gb 32gb 128gb gsm unlocked smartphone - good,109.99,2.0,119431.0,99.3,2.0,8,16.0,2015
271,apple iphone 7/7 plus 32gb/128gb unlocked verizon tmobile at&t smartphone lte,78.0,1.0,5146.0,99.3,2.0,10,32.0,2016
272,apple iphone 11 pro max - 64gb - all colors (unlocked) - excellent condition ,620.49,4.0,3099273.0,98.8,2.0,15,64.0,2019
273,apple iphone 11 pro max - 256gb - a2161 fully unlocked - pristine condition ,679.99,5.0,22342.0,98.0,2.0,15,256.0,2019
274,apple iphone 12 mini 5g 64gb factory unlocked tmobile metro ultra mint excellent,399.0,4.0,60971.0,100.0,2.0,16,64.0,2020
275,apple iphone 8 64gb 256gb at&t verizon t-mobile gsm unlocked very good,169.89,3.0,149688.0,99.7,2.0,11,64.0,2017
276,apple iphone 11 64gb factory unlocked 4g lte smartphone - very good,324.99,3.0,119431.0,99.3,2.0,15,64.0,2019
277,apple iphone 8 plus 64gb 128gb 256gb fully unlocked at&t t-mobile verizon good,203.99,2.0,249010.0,96.5,2.0,11,64.0,2017
278,apple iphone x 256gb unlocked smartphone - excellent,299.95,4.0,332288.0,98.4,3.0,12,256.0,2017
279,"apple iphone xr 256gb|128gb|64gb| gsm/ cdma factroy unlocked- ""excellent""",269.88,4.0,17579.0,98.7,2.0,13,256.0,2018
280,apple iphone 11 pro 64gb 256gb 512gb at&t sprint t-mobile unlocked verizon good,432.99,2.0,54735.0,99.4,3.0,15,64.0,2019
281,"apple iphone 6s plus - 128gb - space gray (verizon unlocked) a1687 "" b stock"" ",110.99,1.0,7165.0,100.0,2.0,8,128.0,2015
282,apple iphone 8 64gb 256gb fully unlocked smartphone good condition,144.99,2.0,13309.0,96.6,2.0,11,64.0,2017
283,"apple iphone 6s- 16gb 64gb 128gb gsm ""factory unlocked"" and at&t good condition",79.95,2.0,266795.0,99.8,2.0,8,16.0,2015
284,apple iphone xr 128gb fully unlocked (gsm+cdma) at&t t-mobile verizon black,289.99,5.0,6904.0,99.9,3.0,13,128.0,2018
285,apple iphone 11 pro max - 64gb 256gb 512gb - unlocked verizon - good condition,499.99,2.0,54735.0,99.4,3.0,15,64.0,2019
286,apple iphone 8 plus - 64gb - gold (unlocked) a1864 (cdma + gsm),200.0,1.0,671.0,100.0,0.0,11,64.0,2017
287,apple iphone 7 - 32gb - black (unlocked) a1660 (cdma + gsm) b-stock,95.99,1.0,7165.0,100.0,2.0,10,32.0,2016
288,apple iphone 7 plus 128gb factory unlocked 4g lte ios wifi smartphone - good,169.95,2.0,332288.0,98.4,3.0,10,128.0,2016
289,apple iphone xr 128gb unlocked smartphone - excellent,307.95,4.0,332288.0,98.4,3.0,13,128.0,2018
290,apple iphone 11 64gb unlocked verizon att t-mobile gsm cdma smartphone a2111,294.99,1.0,20932.0,97.8,2.0,15,64.0,2019
291,apple iphone xs - 256gb - factory unlocked - very good condition,299.99,1.0,27605.0,96.8,3.0,14,256.0,2018
292,apple iphone 8 - 64gb 128gb 256gb - all colors - good condition,135.0,2.0,8382.0,99.5,3.0,11,64.0,2017
293,apple iphone x 64gb 256gb factory unlocked at&t t-mobile verizon good,239.99,2.0,249010.0,96.5,2.0,12,64.0,2017
294,apple iphone 11 - 256gb - all colors (unlocked) a2111 (cdma + gsm),454.99,5.0,61.0,100.0,2.0,15,256.0,2019
295,apple iphone xr 256gb factory unlocked at&t t-mobile verizon very good condition,259.95,3.0,82193.0,98.4,3.0,13,256.0,2018
297,apple iphone 11 64gb~128gb gsm & cdma unlocked a2111 4g lte smartphone -good ,314.87,2.0,10647.0,98.9,2.0,15,64.0,2019
298,apple iphone xr - 64gb - black (verizon unlocked ) a1984 (cdma + gsm),245.99,5.0,7165.0,100.0,2.0,13,64.0,2018
299,apple iphone se 1st gen fully unlocked gsm/cdma smartphone 16gb 32gb 64gb 128gb,103.99,5.0,249010.0,96.5,2.0,9,16.0,2016
300,apple iphone xr - 64 / 128 / 256 - factory unlocked - verizon / at&t smartphone,249.99,5.0,122213.0,100.0,2.0,13,89.74946921443737,2018
301,apple iphone 11 64gb unlocked smartphone - good,329.95,2.0,332288.0,98.4,3.0,15,64.0,2019
302,apple iphone 8 plus 64gb 128gb 256gb at&t sprint t-mobile unlocked verizon good,212.99,1.0,54735.0,99.4,3.0,11,64.0,2017
303,apple iphone 8 64gb space gray unlocked good condition,156.99,2.0,54735.0,99.4,3.0,11,64.0,2017
304,apple iphone se 1st gen fully unlocked gsm/cdma 16gb (very good),74.99,3.0,2703.0,97.2,2.0,9,16.0,2016
305,apple iphone 8 plus 64gb at&t t-mobile gsm unlocked open box new other,259.89,5.0,149688.0,99.7,2.0,11,64.0,2017
306,for iphone 13 13 pro max 11 xr 12 pro max phone case heavy duty shockproof cover,6.99,6.0,5105.0,94.7,2.0,17,177.7258064516129,2021
307,apple iphone 11 - 128gb - white (unlocked) a2111 (cdma + gsm),401.0,1.0,5146.0,99.3,2.0,15,128.0,2019
308,apple iphone 11 pro - 256gb - all colors (unlocked) a2160 - very good condition ,526.99,3.0,3099273.0,98.8,2.0,15,256.0,2019
309,apple iphone 8 64gb 256gb at&t verizon t-mobile gsm unlocked open box new other,159.89,5.0,149688.0,99.7,2.0,11,64.0,2017
310,apple iphone 7 - 32gb - all colors - unlocked - good condition ,117.29,2.0,3099273.0,98.8,2.0,10,32.0,2016
311,apple iphone 8 plus 256gb unlocked straight talk tmobile at&t verizon cricket n),269.0,5.0,60971.0,100.0,2.0,11,256.0,2017
312,apple iphone 8 plus 64gb at&t t-mobile gsm unlocked open box new other,259.89,5.0,149688.0,99.7,2.0,11,64.0,2017
313,apple iphone 7 plus - 128gb - all colors - unlocked - good condition,164.99,2.0,513.0,96.7,2.0,10,128.0,2016
314,apple iphone xs 64gb unlocked 4g lte ios 12mp camera smartphone - good,224.95,2.0,332288.0,98.4,3.0,14,64.0,2018
315,apple iphone 11 - 64gb 128gb 256gb (factory unlocked) black red green ❖sealed❖w,488.95,6.0,25277.0,100.0,2.0,15,64.0,2019
316,"apple iphone 8 plus - 64gb - space gray (verizon unlocked) a1864 "" b stock"" ",203.99,1.0,7165.0,100.0,2.0,11,64.0,2017
317,apple iphone 7 - 32gb - factory unlocked - good condition,99.99,2.0,27605.0,96.8,3.0,10,32.0,2016
318,"apple iphone 11 pro max, a2161, 64gb, unlocked, excellent condition",535.99,4.0,182.0,98.4,2.0,15,64.0,2019
319,new apple iphone xs 64gb 256gb 512gb unlocked at&t verizon t-mobile all colors,389.99,6.0,43976.0,99.0,2.0,14,64.0,2018
320,new apple iphone xs max 64/256/512gb unlocked at&t verizon t-mobile - all colors,449.99,6.0,43976.0,99.0,2.0,14,177.84242424242424,2018
321,apple iphone 6 16gb 64gb 128gb gray gold silver factory unlocked at&t verizon ,53.47,1.0,5146.0,99.3,2.0,7,16.0,2014
322,apple iphone 8 - 64gb - all colors - unlocked - good condition ,169.14,2.0,3099273.0,98.8,2.0,11,64.0,2017
323,"apple iphone 7 plus 5.5"" gsm factory unlocked smartphone 32gb 128gb 256gb good",148.99,2.0,249010.0,96.5,2.0,10,32.0,2016
324,apple iphone x 256gb silver verizon unlocked good condition,279.99,2.0,54735.0,99.4,3.0,12,256.0,2017
325,fair condition apple iphone 5s 16gb /32gb /64gb-at&t unlocked ,38.0,1.0,18735.0,95.2,2.0,6,16.0,2013
326,apple iphone 11 pro max 64gb 256gb 512gb verizon t-mobile good condition,599.99,2.0,13309.0,96.6,2.0,15,64.0,2019
327,apple iphone xr | unlocked at&t t-mobile verizon | 64gb 128gb 256gb | excellent,217.0,4.0,21988.0,99.8,3.0,13,64.0,2018
328,apple iphone xr - 64gb - red (verizon unlocked) a1984 (cdma + gsm),247.99,5.0,7165.0,100.0,2.0,13,64.0,2018
329,apple iphone xs 64gb unlocked smartphone - excellent,289.95,4.0,332288.0,98.4,3.0,14,64.0,2018
330,apple iphone x xs - 64gb 256gb 512gb - unlocked at&t t-mobile cricket gsm global,264.96,5.0,915.0,100.0,3.0,12,64.0,2017
331,🔥 factory unlocked  apple iphone 11 pro a2160 -64gb- gray [grade a]🔥,469.0,5.0,3407.0,100.0,2.0,15,124.43806104129264,2019
332,apple iphone xs fully unlocked (any carrier) 64gb 256gb 512gb very good,233.99,3.0,127725.0,95.6,2.0,14,64.0,2018
333,apple iphone 13 - 128gb 256gb 512gb - unlocked verizon - excellent condition,742.99,4.0,54735.0,99.4,3.0,17,128.0,2021
334,apple iphone xr (product)red - 64gb -  a1984 gsm & cdma unlocked ~very good,224.99,3.0,10647.0,98.9,2.0,13,64.0,2018
335,apple iphone xs 256gb factory unlocked 4g lte ios smartphone - very good,269.99,3.0,67602.0,98.9,3.0,14,256.0,2018
336,apple iphone 6 16gb 64gb 128gb unlocked smartphone at&t t-mobile verizon good,72.99,2.0,249010.0,96.5,2.0,7,16.0,2014
337,"ob apple iphone 12 pro 128/256/512gb blue,gold,silver,graphite gsm+cdma unlock",728.99,5.0,4368.0,98.6,2.0,16,138.7663551401869,2020
338,apple iphone 8 - 64gb - factory unlocked - good condition,149.99,2.0,27605.0,96.8,3.0,11,64.0,2017
339,apple iphone 11 pro - 64gb - all colors (unlocked) a2160 - very good condition ,549.99,3.0,3099273.0,98.8,2.0,15,64.0,2019
340,apple iphone 11 pro max 64gb unlocked at&t t-mobile verizon very good condition,544.95,3.0,82193.0,98.4,3.0,15,64.0,2019
341,apple iphone x 256gb space gray unlocked verizon t-mobile at&t good condition,249.99,2.0,13309.0,96.6,2.0,12,256.0,2017
342,apple iphone 8 64gb unlocked 4g lte ios wifi 12mp camera smartphone - good,149.95,2.0,332288.0,98.4,3.0,11,64.0,2017
343,apple iphone x 256gb space gray verizon unlocked good condition,279.99,2.0,54735.0,99.4,3.0,12,256.0,2017
344,apple iphone xs 64gb factory unlocked 4g lte ios smartphone - good,229.99,2.0,67602.0,98.9,2.0,14,64.0,2018
345,apple iphone 11 128gb unlocked smartphone - good,379.95,2.0,332288.0,98.4,3.0,15,128.0,2019
346,apple iphone xr 64gb a1984 t-mobile at&t gsm unlocked  apple iphone xr very good,229.89,3.0,149688.0,99.7,2.0,13,64.0,2018
347,apple iphone 4s - 32gb - white (at&t) a1387 (cdma + gsm) mint smartphone,28.44,1.0,2243.0,99.4,2.0,3,32.0,2011
348,apple iphone xs 256gb unlocked smartphone - very good,259.95,3.0,332288.0,98.4,3.0,14,256.0,2018
349, at&t iphone 11 10 8 7 plus 6s 6 pro max xs xr x se network code unlock service ,6.99,6.0,2164.0,99.6,0.0,15,124.43806104129264,2019
350,apple iphone xr - 64gb - blue (verizon unlocked) a1984 (cdma + gsm),247.99,5.0,7165.0,100.0,2.0,13,64.0,2018
351,apple iphone 7 128gb factory unlocked at&t t-mobile verizon very good condition,131.95,3.0,82193.0,98.4,3.0,10,128.0,2016
352,apple iphone x 64gb factory unlocked at&t t-mobile verizon very good condition,224.95,3.0,82193.0,98.4,3.0,12,64.0,2017
353,apple iphone 13 pro - 128/256/512gb 1tb - unlocked verizon - excellent condition,930.99,4.0,54735.0,99.4,3.0,17,177.7258064516129,2021
354,apple iphone 8 64gb space gray (verizon) a1863 (cdma + gsm) new other sealed box,221.88,5.0,14797.0,99.6,2.0,11,64.0,2017
355,apple iphone x 64gb 256gb factory unlocked smartphone at&t t-mobile verizon,238.95,5.0,249010.0,96.5,2.0,12,64.0,2017
356,apple iphone 11 - 128gb - factory unlocked - good condition,379.99,2.0,27605.0,96.8,3.0,15,128.0,2019
357,apple iphone se 64gb factory unlocked at&t t-mobile verizon excellent condition,109.95,4.0,82193.0,98.4,3.0,9,64.0,2016
358,apple iphone 12 mini - verizon at&t t-mobile gsm factory unlocked phone - good,369.95,2.0,266795.0,99.8,2.0,16,138.7663551401869,2020
359,apple iphone 6 - 64gb - silver (unlocked) a1549 (cdma + gsm),56.0,1.0,915.0,100.0,0.0,7,64.0,2014
360,apple iphone se 2nd gen. factory unlocked 64gb ~open box - excellent condition,219.95,4.0,3021.0,100.0,2.0,9,64.0,2016
361,good condition apple iphone 5c 8gb/ 16gb /32gb smartphone factory unlocked at&t,38.0,1.0,18735.0,95.2,2.0,5,8.0,2013
362,apple iphone xs max 64gb a1921 fully unlocked smartphone at&t t-mobile verizon ,324.99,1.0,22342.0,98.0,2.0,14,64.0,2018
363,apple iphone 12 pro max 128gb unlocked smartphone - very good,744.95,3.0,332288.0,98.4,3.0,16,128.0,2020
364,apple iphone 7 plus - 32gb - black (unlocked) a1661 (cdma + gsm),100.0,0.0,40.0,100.0,0.0,10,32.0,2016
365,apple iphone x 64gb silver unlocked good condition,236.99,2.0,54735.0,99.4,3.0,12,64.0,2017
366,"apple iphone 8 64gb space gray ""fully unlocked"" good condition",144.99,2.0,13309.0,96.6,2.0,11,64.0,2017
367,apple iphone 6s 32gb space gray unlocked good condition,83.99,2.0,54735.0,99.4,3.0,8,32.0,2015
368,new*  apple iphone 11 | 64gb black | unlocked verizon at&t t-mobile metro,389.99,5.0,11250.0,100.0,2.0,15,64.0,2019
369,apple iphone 7 128gb gsm unlocked at&t t-mobile good condition,119.95,2.0,82193.0,98.4,3.0,10,128.0,2016
370,apple iphone x 256gb factory unlocked at&t t-mobile verizon very good condition,264.95,3.0,82193.0,98.4,3.0,12,256.0,2017
371,iphone 11 128gb red verizon,420.0,1.0,389.0,100.0,0.0,15,128.0,2019
372,apple iphone 11 64gb 128gb 256gb at&t sprint t-mobile unlocked verizon fair,273.99,1.0,54735.0,99.4,3.0,15,64.0,2019
373,new apple iphone 8 plus 256gb 4g lte factory unlocked t-mobile at&t smartphone ,399.99,6.0,86.0,97.2,2.0,11,256.0,2017
374,apple iphone 12 - 64gb 128gb 256gb (unlocked)  ✅apple warranty ✅ ⚫⚪🔴🔵 ✤sealed✤,639.95,6.0,25277.0,100.0,2.0,16,64.0,2020
375,apple iphone 11 - 64gb - red - fully unlocked - smartphone,307.99,1.0,122213.0,100.0,2.0,15,64.0,2019
376,apple iphone 6 plus 16gb 64gb 128gb factory unlocked at&t t-mobile verizon,79.99,1.0,127725.0,95.6,2.0,7,16.0,2014
377,apple iphone 12 128gb unlocked smartphone - very good,589.95,3.0,332288.0,98.4,3.0,16,128.0,2020
378,apple iphone xr 64 gb fully unlocked - black! ready to activate.,249.0,1.0,816.0,100.0,0.0,13,64.0,2018
379,apple iphone 11 - 64gb - black - gsm unlocked - smartphone,309.99,1.0,7053.0,99.9,2.0,15,64.0,2019
380,new apple iphone 12 64gb 128gb 256gb factory unlocked - all colors,634.99,6.0,43976.0,99.0,2.0,16,64.0,2020
381,apple iphone xr - 64gb - all colors - fully unlocked (cdma+gsm) - good condition,229.49,2.0,3099273.0,98.8,2.0,13,64.0,2018
382,apple iphone xr - 128gb - red - gsm unlocked - smartphone,233.99,1.0,7053.0,99.9,2.0,13,128.0,2018
383,apple iphone 8 plus - 64gb - all colors - fully unlocked - very good condition,229.49,3.0,3099273.0,98.8,2.0,11,64.0,2017
384,apple iphone xs - 256gb - all colors - unlocked (cdma+gsm) - excellent condition,348.49,4.0,3099273.0,98.8,2.0,14,256.0,2018
385,apple iphone se 1st generation 16gb /32gb /64gb /128gb smartphone unlocked #1b1 ,69.99,1.0,1845.0,99.3,2.0,9,16.0,2016
386,apple iphone 7 factory unlocked gsm 32gb 128gb 256gb at&t t-mobile good,104.95,2.0,249010.0,96.5,2.0,10,32.0,2016
